,movieId,Title,Year,Rated,Genre,imdbRating,imdbVotes,Language,Country,Plot,Runtime
3684,3994,Cloverfield,2008,PG-13,"Action, Horror, Sci-Fi",7,425486,"English, Russian, French, Japanese",United States,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,85 min
3685,3995,Hatchet,2006,R,"Comedy, Horror, Thriller",5.7,33993,English,United States,"When a group of tourists in a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.",93 min
3686,3996,Cat Soup,2001,Not Rated,"Animation, Short, Comedy",7.6,6098,Japanese,Japan,A young anthropomorphic cat goes on a psychedelic journey with his sister in order to save her soul.,34 min
3687,3997,The Girl Who Leapt Through Time,2006,TV-PG,"Animation, Adventure, Comedy",7.7,71648,Japanese,Japan,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",98 min
3688,3998,Untraceable,2008,R,"Crime, Mystery, Thriller",6.2,53457,English,United States,"FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.",101 min
3689,3999,Rambo,2008,R,"Action, Adventure, Thriller",7,246952,"English, Burmese, Thai","Germany, United States","In Thailand, John Rambo joins a group of mercenaries to venture into war-torn Burma, and rescue a group of Christian aid workers who were kidnapped by the ruthless local infantry unit.",92 min
3690,4000,Meet the Spartans,2008,PG-13,"Comedy, Fantasy",2.8,112218,English,United States,"A spoof of 300 (2006) and many other movies, TV series/shows/commercials, video games and celebrities. King Leonidas of Sparta and his army of 12 go to war against Xerxes of Persia to fight to the death for Sparta's freedom.",87 min
3691,4001,In Bruges,2008,R,"Comedy, Crime, Drama",7.9,468566,English,"United Kingdom, United States","After a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",107 min
3692,4003,Teeth,2007,R,"Comedy, Fantasy, Horror",5.4,47028,English,United States,"Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence.",94 min
3693,4004,Fool's Gold,2008,PG-13,"Action, Adventure, Comedy",5.7,85574,English,United States,A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,112 min
3694,4005,Jumper,2008,PG-13,"Action, Adventure, Sci-Fi",6.1,326701,"English, Italian, Japanese, Mandarin","Canada, United States",A young man with teleportation abilities suddenly finds himself in the middle of an ancient war between those like him and their sworn annihilators.,88 min
3695,4006,Vantage Point,2008,PG-13,"Action, Crime, Drama",6.6,154596,"English, Spanish","United States, Mexico",The attempted assassination of the American President is told and re-told from several different perspectives.,90 min
3696,4007,The Spiderwick Chronicles,2008,PG,"Action, Adventure, Drama",6.5,103951,English,"United States, Canada","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",96 min
3697,4008,Step Up 2: The Streets,2008,PG-13,"Drama, Music, Romance",6.2,91818,"English, Russian",United States,Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,98 min
3698,4009,Taxi to the Dark Side,2007,R,"Documentary, Crime, History",7.5,16919,English,United States,Alex Gibney exposes the haunting details of the United States's torture and interrogation practices during the War in Afghanistan.,106 min
3699,4010,"10,000 BC",2008,PG-13,"Action, Adventure, Drama",5.1,136262,English,"United States, South Africa, New Zealand, Germany","In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.",109 min
3700,4012,War Dance,2007,PG-13,"Documentary, Music, War",7.8,1198,"Acholi, English",United States,Three children living in a displacement camp in northern Uganda compete in their country's national music and dance festival.,105 min
3701,4013,Snow Angels,2007,R,"Crime, Drama, Romance",6.8,13209,English,United States,"A drama that interweaves the life of a teenager, with his old baby sitter, her estranged husband, and their daughter.",107 min
3702,4099,The Class,2008,PG-13,Drama,7.5,36649,"French, Bambara, Spanish",France,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,128 min
3703,4015,Drillbit Taylor,2008,PG-13,"Action, Comedy, Crime",5.7,62799,English,United States,Three kids hire a low-budget bodyguard to protect them from the playground bully.,110 min
3704,4016,21,2008,PG-13,"Crime, Drama, Thriller",6.8,269195,English,United States,"Inspired by real events and people, 21 is about six MIT students who become trained to be experts in card counting in Black Jack and subsequently took Vegas casinos for millions in winnings.",123 min
3705,4017,Smart People,2008,R,"Comedy, Drama, Romance",6.1,23508,"English, Spanish, French",United States,"Dissatisfied with his wife's death, an English teacher becomes depressed and bitter, but finds the possibility of new love.",95 min
3706,4018,Leatherheads,2008,PG-13,"Comedy, Drama, Romance",6,33521,"English, German","United States, Germany","In 1925, an enterprising pro football player convinces America's too-good-to-be-true college football hero to play for his team and keep the league from going under.",114 min
3707,4019,Stop-Loss,2008,R,"Drama, War",6.4,20976,English,United States,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",112 min
3708,4020,Nim's Island,2008,PG,"Adventure, Family, Fantasy",6,37141,English,United States,"Imagination and reality collide when young Nim's father goes missing at sea. Fate brings to her the author of the Alex Rover series, her favorite books, and together they try to find Nim's father.",96 min
3709,4021,Superhero Movie,2008,PG-13,"Action, Comedy, Sci-Fi",4.7,77212,English,United States,"Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",75 min
3710,4022,Street Kings,2008,R,"Action, Crime, Thriller",6.8,122065,"English, Turkish",United States,"An undercover cop, disillusioned by the death of his wife, is implicated in the murder of an officer and must struggle to clear himself.",109 min
3711,4023,Harold,2008,PG-13,Comedy,5.4,1978,English,United States,A teenager with an early onset of male-pattern baldness befriends his high school's janitor.,90 min
3712,4024,99 Francs,2007,PG-13,"Comedy, Drama",7.1,20896,"French, English, Bambara, Swedish, Russian, Korean, Spanish, Danish, Italian",France,"The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love.",100 min
3713,4025,Speed Racer,2008,PG,"Action, Adventure, Comedy",6.1,79398,English,"United States, United Kingdom, Germany, Japan","Young driver, Speed Racer, aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.",135 min
3714,4026,Religulous,2008,R,"Documentary, Comedy, War",7.6,60424,"English, Hebrew, Arabic, Persian, Spanish",United States,Bill Maher's take on the current state of world religion.,101 min
3715,4027,Son of Rambow,2007,PG-13,"Action, Adventure, Comedy",7,33124,"English, French","United Kingdom, France, Germany, United States","During a long English summer in the early 1980s, two schoolboys from differing backgrounds set out to make a film inspired by First Blood (1982).",96 min
3716,4028,Outsourced,2006,PG-13,"Comedy, Drama, Romance",7,12237,"English, Hindi",United States,"After his entire department is outsourced, an American novelty products salesman (Hamilton) heads to India to train his replacement.",103 min
3717,4029,Baby Mama,2008,PG-13,"Comedy, Romance",6,47851,English,United States,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",99 min
3718,4936,Iron Man,1931,R,"Drama, Romance",5.8,348,English,United States,Prizefighter Mason loses his opening fight so wife Rose leaves him for Hollywood. Without her around Mason trains and starts winning. Rose comes back and wants Mason to dump his manager Regan and replace him with her secret lover ...,73 min
3719,4031,Taken,2008,PG-13,"Action, Crime, Thriller",7.7,643027,"English, French, Albanian, Arabic, Serbian","France, United Kingdom, United States","A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",90 min
3720,4032,Shelter,2007,R,"Drama, Romance, Sport",7.6,24372,English,United States,"When his college dreams are sidelined by family obligations, a young man finds comfort in surfing with his best friend's brother.",97 min
3721,4034,Nina's Heavenly Delights,2006,PG-13,Comedy,6.3,2276,English,United Kingdom,A feisty young woman returns to Glasgow to run her deceased father's curry house.,94 min
3722,4035,Sex and the City,2008,R,"Comedy, Drama, Romance",5.7,128390,English,United States,A New York City writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,145 min
3723,4036,The Strangers,2008,R,"Horror, Mystery, Thriller",6.1,148141,English,United States,"James Hoyt and Kristen McKay visit an isolated vacation home to enjoy some time together. However, they are in for a rude surprise when three masked assailants make their stay a nightmare.",86 min
3724,4037,Bigger Stronger Faster*,2008,PG-13,"Documentary, Sport",7.5,13870,English,United States,"An examination of America's win-at-all-cost culture from the perspective of bodybuilding and performance enhancing drugs, as it focuses on a pair of siblings chasing their dream.",105 min
